otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	BAF15	MWPF15	RKF15	BSGF15	WRF15	GNF15	MMF15	
OTU_648	uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.0959409594096	5.13273e-115	417.864			0	0	0	17	0	0	0	
OTU_649	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.6789667896679	3.67724e-123	444.915			10	0	4	0	0	0	3	
OTU_650	uncultured micromonospora sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micromonosporaceae;g__micromonospora;s__micromonospora spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micromonosporineae	98.1549815498155	1.12956e-129	466.555			4	2	6	3	0	13	0	
OTU_651	flexibacter flexilis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter flexilis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.3579335793358	2.65882e-112	408.848			11	0	6	0	0	1	3	
OTU_652	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	94.1391941391941	6.25295e-114	414.258			0	0	1	0	16	0	0	
OTU_653	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	92.2509225092251	5.85645e-108	394.421			0	0	1	16	1	0	0	
OTU_654	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	91.970802919708	2.51089e-106	389.011			0	0	0	10	7	0	0	
OTU_655	ab183423.1 stenotrophomonas sp. str. mfc_c  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__pseudoxanthomonas;s__pseudoxanthomonas mexicana;superkingdom__bacteria	100	6.22151e-133	477.376			0	0	1	0	0	11	5	
OTU_656	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.7859778597786	1.37609e-128	462.949			2	1	2	0	0	0	14	
OTU_657	nc_008536.1 solibacter usitatus str. ellin6076  ;k__bacteria;p__acidobacteria;c__solibacteres;o__solibacterales;f__solibacteraceae;g__candidatus solibacter;s__candidatus solibacter usitatus;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.4169741697417	5.85128e-127	457.539			0	1	0	3	7	2	0	
OTU_658	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	87.4538745387454	1.37852e-90	336.713			2	4	4	0	1	5	0	
OTU_659	uncultured zavarzinella sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__zavarzinella;s__zavarzinella spp.;superkingdom__bacteria	89.010989010989	2.19349e-94	349.336			0	2	1	7	5	3	0	
OTU_660	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.3207547169811	5.34853e-102	374.584			3	2	4	0	0	0	13	
OTU_661	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	95.2029520295203	8.1334e-119	430.488			0	0	18	0	0	0	4	
OTU_662	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.5490196078431	3.4471e-98	361.96			0	0	0	0	0	0	19	
OTU_663	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	96.0159362549801	2.95686e-111	405.241			7	2	1	0	0	1	6	
OTU_664	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	99.2647058823529	1.47535e-134	482.786			3	3	1	16	0	10	0	
OTU_665	uncultured streptomyces sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptomycetaceae;g__streptomyces;s__streptomyces spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptomycineae	93.3823529411765	9.2802e-112	407.044			0	2	0	7	5	3	0	
OTU_666	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.6789667896679	3.03104e-124	448.522			0	0	6	0	0	1	5	
OTU_667	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	88.1918819188192	4.79155e-90	334.91			0	7	3	5	2	0	0	
OTU_668	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	95.9558823529412	6.6486e-120	434.095			3	1	6	0	0	0	18	
OTU_669	uncultured planctomyces sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__planctomyces;s__planctomyces spp.;superkingdom__bacteria	97.9508196721311	4.5577e-115	417.864			0	1	5	0	0	11	2	
OTU_670	uncultured blastopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__blastopirellula;s__blastopirellula spp.;superkingdom__bacteria	95.5719557195572	1.91279216429875e-120	435.898185252957			0	6	3	0	0	4	5	
OTU_671	uncultured fodinicola sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__cryptosporangiaceae;g__fodinicola;s__fodinicola spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	92.2509225092251	2.98336200274539e-105	385.403858821843			0	3	4	0	0	2	3	
OTU_672	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	99.2619926199262	6.22150749217035e-133	477.375667678515			6	0	2	0	0	0	11	
OTU_673	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	88.929889298893	5.1372699942291e-096	354.746589202953			0	0	0	0	0	0	17	
OTU_674	uncultured kitasatospora sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptomycetaceae;g__kitasatospora;s__kitasatospora spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptomycineae	91.1439114391144	3.6958203751182e-104	381.797121219621			1	0	0	0	0	0	14	
OTU_675	uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.8339483394834	1.45834932116815e-115	419.667866042956			0	4	4	0	0	7	2	
OTU_676	hydrotalea flava ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__hydrotalea;s__hydrotalea flava;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.1538461538461	2.84134373903756e-099	365.56680200962			0	0	0	0	0	17	0	
OTU_677	uncultured haliea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__haliea;s__haliea spp.;superkingdom__bacteria	97.4169741697417	5.85127561696698e-127	457.538610866291			1	1	0	0	0	0	16	
OTU_678	uncultured ohtaekwangia sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.6789667896679	3.03103581025806e-124	448.521766860735			1	2	0	1	0	14	0	
OTU_679	chitinophaga sp. mjm 38 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__chitinophaga;s__chitinophaga sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.5239852398524	3.90984017062878e-129	464.752086070736			0	0	1	0	0	14	2	
OTU_680	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.4169741697417	5.85127561696698e-127	457.538610866291			8	0	3	0	0	0	6	
OTU_681	uncultured kouleothrix sp. ;k__bacteria;p__chloroflexi;c__chloroflexi;o__chloroflexi;f__chloroflexi;g__kouleothrix;s__kouleothrix spp.;superkingdom__bacteria	98.5185185185185	9.27200887882073e-131	470.16219247407			0	13	4	4	5	4	1	
OTU_682	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	95.5719557195572	2.32058877905233e-119	432.291447650734			0	6	3	1	1	5	0	
OTU_683	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	98.1549815498155	2.0168730940913e-126	455.73524206518			2	5	11	0	3	5	4	
OTU_684	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.9889298892989	1.13056002890659e-110	403.437546832955			0	0	11	0	0	0	5	
OTU_685	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	87.7777777777778	3.9495290496582e-091	338.516269992952			10	1	0	0	0	0	5	
OTU_686	uncultured zavarzinella sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__zavarzinella;s__zavarzinella spp.;superkingdom__bacteria	97.6	3.82859718187165e-116	421.471234844067			5	0	5	0	0	4	3	
OTU_687	flexibacter flexilis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter flexilis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.4169741697417	5.85127561696698e-127	457.538610866291			1	1	2	0	0	4	10	
OTU_688	yersinia pseudotuberculosis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__yersinia;s__yersinia pseudotuberculosis;superkingdom__bacteria	99.2619926199262	5.12820319074768e-134	480.982405280737			9	3	0	4	0	5	1	
OTU_689	uncultured candidatus solibacter sp. ;k__bacteria;p__acidobacteria;c__solibacteres;o__solibacterales;f__solibacteraceae;g__candidatus solibacter;s__uncultured candidatus solibacter sp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.0479704797048	8.64802953454554e-125	450.325135661847			0	4	0	4	2	10	1	
OTU_690	uncultured byssovorax sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__byssovorax;s__byssovorax spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	95.5719557195572	1.91279216429875e-120	435.898185252957			0	0	1	3	3	3	5	
OTU_691	acidobacteria bacterium a22_hd_4h ;k__bacteria;p__acidobacteria;c__acidobacteria;o__acidobacteria;f__acidobacteria;g__aridibacter;s__acidobacteria bacterium;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.7871485943775	8.35603236369127e-112	407.044284435178			0	0	1	13	12	0	0	
OTU_692	uncultured paracraurococcus sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__paracraurococcus;s__paracraurococcus spp.;superkingdom__bacteria	97.7859778597786	1.66946243851828e-127	459.341979667403			0	15	0	0	1	1	0	
OTU_693	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	98.8929889298893	2.6454523023858e-131	471.965561275181			0	0	4	1	13	0	0	
OTU_694	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	99.1967871485944	4.95723072373704e-121	437.701554054068			5	16	20	22	55	16	24	
OTU_695	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	96.309963099631	3.69255754531448e-123	444.915029258513			0	16	2	0	0	0	3	
OTU_696	uncultured dokdonella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dokdonella;s__dokdonella spp.;superkingdom__bacteria	96.309963099631	3.69255754531448e-123	444.915029258513			4	2	1	0	0	0	9	
OTU_697	uncultured leptothrix sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__leptothrix;s__leptothrix spp.;superkingdom__bacteria	91.5129151291513	3.6804850208646e-104	381.797121219621			0	5	0	12	3	2	0	
OTU_698	gamma proteobacterium mcf85 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__gammaproteobacteria;f__gammaproteobacteria;g__acidibacter;s__gamma proteobacterium;superkingdom__bacteria	98.1549815498155	1.12956192169823e-129	466.555454871847			1	2	5	0	0	8	2	
OTU_699	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	91.1764705882353	1.57150281227904e-102	376.387014816287			4	4	3	1	3	0	4	
OTU_700	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	96.6789667896679	3.67723572977376e-123	444.915029258513			0	1	1	1	12	0	0	
OTU_701	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	92.2509225092251	5.85644594031023e-108	394.420702827399			1	5	1	3	0	1	5	
OTU_702	phytophthora infestans ;k__eukaryota;p__eukaryota;c__eukaryota;o__peronosporales;f__peronosporales;g__phytophthora;s__phytophthora infestans;superkingdom__eukaryota	95.5882352941177	1.18706856397643e-116	423.274603645179			0	2	0	26	2	2	0	
OTU_703	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	97.7272727272727	8.64802953454554e-125	450.325135661847			0	0	0	2	16	0	0	
OTU_704	uncultured prosthecobacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.6802973977695	2.63675742776522e-112	408.847653236289			0	0	0	6	6	0	0	
OTU_705	geminicoccus roseus ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__alphaproteobacteria;f__alphaproteobacteria;g__geminicoccus;s__geminicoccus roseus;superkingdom__bacteria	95.5719557195572	1.91279216429875e-120	435.898185252957			1	0	0	6	7	3	0	
OTU_706	uncultured caulobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter spp.;superkingdom__bacteria	97.2	2.39404335491654e-112	408.847653236289			1	3	1	3	1	12	0	
OTU_707	singulisphaera rosea ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__singulisphaera;s__singulisphaera rosea;superkingdom__bacteria	98.5294117647059	1.12487494277002e-129	466.555454871847			0	0	0	6	6	4	0	
OTU_708	ohtaekwangia koreensis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia koreensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.0959409594096	5.13273459046318e-115	417.864497241845			0	0	0	0	0	16	0	
OTU_709	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.3609022556391	2.16438229829663e-113	412.454390838511			0	0	2	0	0	0	19	
OTU_710	flavosolibacter sp. hu1_jc5 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavosolibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.6	1.17117676220129e-122	443.111660457402			2	10	2	18	22	1	6	
OTU_711	uncultured prosthecobacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.7859778597786	1.37608812893292e-128	462.948717269625			0	5	1	4	2	2	3	
OTU_712	uncultured acidothermus sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__acidothermaceae;g__acidothermus;s__acidothermus spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	96.6789667896679	3.03103581025806e-124	448.521766860735			3	4	7	0	0	3	1	
OTU_713	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	95.2029520295203	9.86739457625097e-118	426.881341247401			0	13	0	1	1	1	0	
OTU_714	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	99.625468164794	7.54776712937957e-132	473.768930076292			0	0	2	0	0	0	15	
OTU_715	terrimonas sp. wwh135 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__terrimonas;s__terrimonas sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.309963099631	3.69255754531448e-123	444.915029258513			0	0	0	0	0	0	16	
OTU_716	uncultured niastella sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__niastella;s__niastella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.3579335793358	3.92966861565008e-110	401.634178031844			0	2	1	21	42	2	0	
OTU_717	uncultured nocardioides sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__nocardioides;s__nocardioides spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	98.1549815498155	1.37037821968424e-128	462.948717269625			9	0	7	2	3	10	0	
OTU_718	uncultured synechococcus sp. ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__chroococcales;f__chroococcales;g__synechococcus;s__synechococcus spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	96.6911764705882	1.06232522306391e-123	446.718398059624			1	4	4	2	1	3	2	
