Gene(KO)	Gene Description	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
K02336	polB; DNA polymerase II EC:2.7.7.7	100.0337302	378.8579365	22.74960317	36.27896825	32.47619048	37.70357143	26.92222222	648.959127	513.2142857	369.8920635	79.53730159	46.54206349	35.10793651	290.546627
K02337	dnaE; DNA polymerase III subunit alpha EC:2.7.7.7	564.9945527	1012.34329	432.0521284	720.3710678	472.218254	704.1159812	364.0403439	838.2186508	1041.911815	1173.314719	1145.210173	1125.402597	1129.609109	976.2956929
K02338	dnaN; DNA polymerase III subunit beta EC:2.7.7.7	561.5612193	957.81829	434.8354618	668.09329	477.8468254	698.7739177	357.6212963	804.5305195	1002.506259	1097.298052	1138.421284	1126.138709	1145.244426	936.9845818
K02339	holC; DNA polymerase III subunit chi EC:2.7.7.7	231.6789683	645.9162698	141.8829365	246.731746	176.5948413	319.3035714	107.4138889	707.9134921	679.5039683	649.6912698	398.6595238	423.0849206	349.9509921	563.2350397
K02340	holA; DNA polymerase III subunit delta EC:2.7.7.7	553.6737193	942.19329	424.7854618	650.7446789	466.0051587	675.2766955	333.9195106	801.0402417	986.3090368	1065.053608	1112.38934	1093.844264	1121.780538	911.0540263
K02341	holB; DNA polymerase III subunit delta' EC:2.7.7.7	553.6112193	942.74329	422.5354618	653.1405123	466.0051587	676.8183622	335.6070106	801.3527417	984.0173701	1062.898052	1113.07684	1095.219264	1122.530538	911.7623596
K02342	dnaQ; DNA polymerase III subunit epsilon EC:2.7.7.7	798.970202	1725.026732	601.4343074	1052.494553	617.2757937	990.3762266	534.0449134	1594.436616	1813.200108	1979.629798	1609.12316	1566.766631	1472.803896	1691.898709
K02343	dnaX; DNA polymerase III subunit gamma/tau EC:2.7.7.7	578.3025072	1099.450866	415.0657648	635.3886183	463.8384921	677.3327561	322.9032768	1183.686346	1264.183135	1232.732179	1108.453193	1099.382143	1106.413654	988.4890912
K02344	holD; DNA polymerase III subunit psi EC:2.7.7.7	0	1.869047619	0	0	1	0.375	0	0.392857143	0.535714286	1.428571429	0	0.678571429	0.25	0.821428571
K02345	holE; DNA polymerase III subunit theta EC:2.7.7.7	0	2.392857143	0	0	0.5	0.375	0	0.535714286	0.678571429	2.142857143	0	0.678571429	0.392857143	0.964285714
K02346	dinB; DNA polymerase IV EC:2.7.7.7	1005.03483	1271.121068	796.1854618	1154.375234	1003.746825	1257.07987	562.5611772	913.5367063	1329.913203	1480.52583	2037.773864	2144.26232	2039.066649	1338.235693
K02347	"polX, dpx; DNA polymerase (family X)"	568.4439394	285.65	475.4805556	479.4719697	563.4353175	529.877381	268.6319745	90.91930014	384.4200577	415.145671	1084.963781	1210.878409	1071.047222	342.3545566
K02348	elaA; ElaA protein	131.6415584	463.8234127	74.5468254	135.5176046	46.46587302	89.39880952	84.67373737	682.2164502	599.8416126	563.7710678	229.9819264	162.4091631	129.3593254	418.3361291
K02351	K02351; putative membrane protein	145.6467172	374.0789683	159.7583333	352.5136364	73.43690476	174.2460317	186.6799543	99.3458153	278.6674062	381.0135281	308.2382756	229.6752345	355.6825397	416.7541847
K02352	drp35; lactonase EC:3.1.1.-	3.9	4.4	2.066666667	6.466666667	0.6	2.264285714	1.5	9.65	8.4	4.8	8.166666667	3.2	5.633333333	37.56666667
K02355	"fusA, GFM, EFG; elongation factor G"	1040.343561	1637.90956	788.6767316	1160.109758	857.2281746	1234.525108	596.3357804	1499.571194	1850.517569	1901.90202	2031.868813	1984.571447	2097.756728	1619.94601
K02356	efp; elongation factor P	756.9862193	1010.434957	584.0771284	817.3405123	713.2968254	924.6266955	407.3153439	813.1003608	1086.324513	1177.30956	1520.07684	1574.581169	1585.476966	1007.755217
K02357	"tsf, TSFM; elongation factor Ts"	555.1112193	943.44329	426.0354618	655.4738456	466.5051587	681.8183622	336.1070106	801.3527417	988.1840368	1067.553608	1113.57684	1097.969264	1126.280538	912.7623596
K02358	"tuf, TUFM; elongation factor Tu"	920.2614358	1383.275469	690.0042569	1005.024531	834.5781746	1109.004185	486.4284752	1110.253608	1434.497421	1509.755988	1811.182071	1866.258929	1776.401551	1373.931869
K02361	entC; isochorismate synthase EC:5.4.4.2	71.9895202	203.4940476	20.90833333	57.14027778	24.76507937	35.23174603	25.61839226	406.5260281	336.4093615	252.4797619	104.2152778	59.92757937	63.17003968	147.9177961
K02362	entD; enterobactin synthetase component D EC:6.3.2.14 2.7.8.-	5.938095238	15.34166667	1.533333333	3.277777778	1.641666667	5.467857143	2.666666667	21.27539683	19.60396825	8.066269841	6.419444444	5.78452381	5.340277778	61.88194444
K02363	"entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase EC:6.3.2.14 2.7.7.58"	71.09368687	198.8440476	26.53333333	55.78333333	18.28293651	29.11825397	42.38922559	398.1607504	328.9579726	234.2019841	96.25	52.48452381	69.76329365	146.3197802
K02364	entF; enterobactin synthetase component F EC:6.3.2.14	6.625	14.99404762	5.45	19.975	5.071428571	15.53809524	5.5	1.064285714	4.625396825	24.32698413	14.90833333	15.54722222	35.41031746	15.56785714
K02371	fabK; enoyl-acyl-carrier protein reductase II EC:1.3.1.9	44.18654401	102.597619	41.10833333	94.64563492	45.63611111	98.925	42.26065416	41.95162338	78.36075036	130.1630952	129.0981241	140.7388889	144.8728175	112.1198413
K02372	fabZ; 3-hydroxyacyl-acyl-carrier-protein dehydratase EC:4.2.1.59	704.1511183	830.5953102	521.9935426	677.642785	697.2829365	908.8077561	331.3534392	761.3829004	996.4729437	956.2805916	1343.215693	1512.237698	1335.499567	868.5738964
K02377	"TSTA3, fcl; GDP-L-fucose synthase EC:1.1.1.271"	310.3686869	374.8036075	258.5775253	336.3805556	333.5611111	443.6282828	145.2347403	115.3910895	320.2325036	438.2016234	612.3424242	698.087482	706.5989899	383.73171
K02379	fdhD; FdhD protein	546.8016955	1085.365512	412.5771284	591.7143218	402.6206349	567.1314574	311.9121693	1015.530519	1173.919354	1151.867496	993.324062	939.5982323	1036.031331	944.243312
K02380	fdhE; FdhE protein	278.5686508	276.0837302	166.075	169.3833333	237.9428571	228.6678571	79.49722222	586.5079365	543.2630952	343.9718254	473.3666667	493.7154762	547.9136905	238.4725397
K02381	fdrA; FdrA protein	8.833333333	36.5	11.91666667	28.33333333	5.333333333	2.75	6.333333333	8.333333333	22.80952381	29.73809524	17.88383838	15.78174603	16.54166667	31.77777778
K02385	flbD; flagellar protein FlbD	244.9939394	108.0611111	205.7166667	232.5386364	255.2	252.3111111	124.5962602	41.95743146	174.0819625	131.2317821	489.3137807	521.979798	587.6130952	180.9026335
K02386	flgA; flagella basal body P-ring formation protein FlgA	518.2063853	910.4028499	329.2292569	421.7930375	408.6484127	566.7014069	203.7540404	1300.118398	1255.989069	1013.41627	888.4261183	894.8967893	805.1237734	874.140487
K02387	flgB; flagellar basal-body rod protein FlgB	586.7777056	1032.83539	390.2399711	508.0757215	444.2484127	628.8565657	266.0229197	1356.543687	1379.642857	1131.914719	1027.757756	1001.202778	1069.179726	1003.377186
K02388	flgC; flagellar basal-body rod protein FlgC	595.5249278	1019.702056	406.82886	530.8257215	458.6484127	664.814899	274.981253	1345.274242	1371.745635	1150.523052	1059.021645	1023.322222	1131.835281	1053.191075
K02389	flgD; flagellar basal-body rod modification protein FlgD	595.4082612	1016.58539	404.3927489	526.6729437	461.7150794	683.0843434	273.6979197	1346.440909	1365.037302	1147.795274	1057.457756	1040.430556	1117.026948	1040.254964
K02390	flgE; flagellar hook protein FlgE	620.186039	1097.368723	423.3427489	549.2451659	461.0650794	686.0196609	282.7979197	1371.765909	1418.775397	1213.464719	1073.663312	1051.330556	1147.39917	1077.779964
K02391	flgF; flagellar basal-body rod protein FlgF	301.9897186	863.9611833	161.8875902	233.3930375	183.406746	353.5541847	114.0540404	1283.043398	1152.75018	940.5412698	457.2872294	438.1007576	435.0071068	750.4793759
K02392	flgG; flagellar basal-body rod protein FlgG	807.0156926	1010.734596	558.5006854	663.0500722	689.9984127	873.4339466	383.0417989	1357.035642	1463.560534	1167.363167	1490.853283	1506.888131	1636.910678	1151.584185
K02393	flgH; flagellar L-ring protein precursor FlgH	560.9853535	991.3179293	353.7621934	446.3275613	428.5662698	602.974026	210.859596	1336.4557	1316.86645	1108.705159	958.2411977	962.4519481	942.5991703	971.9420743
K02394	flgI; flagellar P-ring protein precursor FlgI	537.4325758	916.5576118	341.2094156	427.8664502	417.1484127	587.214899	208.0873737	1307.844589	1268.288672	1029.305159	934.1939755	931.4563131	915.836075	913.9559632
K02395	flgJ; flagellar protein FlgJ	318.0916667	1034.431349	107.3071429	146.1396825	118.531746	195.0638889	94.01666667	1866.967063	1513.978571	1120.952381	418.4813492	324.3638889	343.7992063	767.8870238
K02396	flgK; flagellar hook-associated protein 1 FlgK	597.4737374	1022.622294	416.990368	533.7800866	466.5150794	686.5652958	274.6979197	1333.964719	1377.671032	1144.103608	1066.781566	1044.052778	1149.52298	1003.392266
K02397	flgL; flagellar hook-associated protein 3 FlgL	560.5143939	981.7313853	373.1933983	490.6694805	422.3734127	584.1314574	263.4236772	1328.144012	1314.152092	1085.620274	998.1113636	950.8510101	1006.532323	922.0258516
K02398	flgM; negative regulator of flagellin synthesis FlgM	446.3550505	762.5821429	246.1603175	274.6172078	342.056746	397.3337302	162.7744348	1281.292749	1145.330375	843.9313853	735.3022727	754.054798	643.7069444	640.9536255
K02399	flgN; flagella synthesis protein FlgN	198.6099206	677.4626984	53.20198413	68.08015873	94.38452381	154.1948413	51.55555556	1254.435317	998.4261905	709.4384921	210.7996032	190.3583333	104.2132937	502.0009921
K02400	flhA; flagellar biosynthesis protein FlhA	587.4027056	1010.958009	398.1899711	521.4090548	444.8484127	631.839899	272.356253	1344.998449	1359.580952	1135.100433	1046.257756	1001.953968	1090.451154	1030.590282
K02401	flhB; flagellar biosynthetic protein FlhB	419.4027056	1004.743723	267.6066378	401.4090548	229.7650794	444.339899	219.981253	1344.05202	1309.759524	1134.648052	727.4572511	588.4486111	799.5463925	991.7549642
K02402	flhC; flagellar transcriptional activator FlhC	124.9011905	422.8087302	54.8968254	67.44563492	21.24960317	34.27539683	47.10833333	644.6765873	550.8115079	445.1642857	161.2289683	123.6337302	90.7015873	299.3277778
K02403	flhD; flagellar transcriptional activator FlhD	125.4011905	426.5587302	54.8968254	67.19563492	21.54126984	34.89206349	47.19166667	647.3015873	553.8948413	450.6642857	162.7289683	125.4670635	90.7015873	307.5361111
K02404	flhF; flagellar biosynthesis protein FlhF	352.9427489	453.1357143	219.6162698	239.5493506	322.8484127	375.6202381	129.9744348	679.8578283	675.1486291	489.9920996	612.9927489	708.1361472	495.2121032	431.0416597
K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	809.793741	1024.686905	571.418254	712.4281205	683.8670635	808.8781746	419.7393158	1357.389773	1458.459145	1184.839719	1530.377074	1528.090909	1587.749206	1111.538546
K02406	fliC; flagellin	1131.384848	1885.002056	724.2487013	959.5967532	876.9206349	1229.968074	564.0529461	2916.24062	2751.900794	2186.194481	2030.59715	1938.369048	2102.591631	1808.106234
K02407	fliD; flagellar hook-associated protein 2	606.9117965	1201.412302	351.0071429	437.5295094	397.2734127	514.6103175	251.3161015	1915.44596	1726.678391	1341.692496	972.0539683	910.4575758	915.4025794	993.2543581
K02408	fliE; flagellar hook-basal body complex protein FliE	590.0693723	1021.743723	404.3983045	529.5757215	445.3484127	636.2704545	274.5645863	1347.80202	1370.620635	1156.731385	1054.424423	1009.938889	1096.060281	1039.43552
K02409	fliF; flagellar M-ring protein FliF	587.4027056	1010.952056	398.4816378	522.0340548	444.931746	631.714899	272.3979197	1345.260354	1359.342857	1137.314719	1046.274423	1002.269444	1089.921392	1033.018853
K02410	fliG; flagellar motor switch protein FliG	583.0515152	1001.697294	395.6209235	519.6550866	445.8984127	632.6541847	271.0229197	1330.339719	1352.809921	1118.261941	1043.081566	997.2111111	1080.864646	967.9005991
K02411	fliH; flagellar assembly protein FliH	550.330267	938.3841631	359.9739538	455.2222583	422.0948413	568.5286797	242.9736772	1319.873773	1300.371537	1043.373052	975.5974747	961.5621212	1006.144823	857.1489469
K02412	fliI; flagellum-specific ATP synthase EC:3.6.3.14	586.9027056	1009.28539	397.8149711	521.0340548	442.5984127	629.714899	272.231253	1344.92702	1356.009524	1131.064719	1045.007756	998.5611111	1089.588059	1024.893853
K02413	fliJ; flagellar FliJ protein	392.7621934	489.7940476	255.8829365	293.5160173	341.906746	404.3674603	191.2994348	685.9332251	704.280772	549.7147186	714.2733045	753.6008297	625.1390873	481.3325938
K02414	fliK; flagellar hook-length control protein FliK	194.1950938	590.3865079	69.63888889	82.55725108	111.7234127	180.2400794	64.79142617	1052.812987	867.7065296	628.0599567	253.8405844	260.8071429	133.8206349	438.8425144
K02415	fliL; flagellar FliL protein	568.8284993	969.5901515	373.4375902	488.4384199	466.6650794	643.1220418	266.2407768	1331.8421	1326.384524	1085.382179	1004.871248	1017.12619	965.0001623	989.6401443
K02416	fliM; flagellar motor switch protein FliM	587.5098485	1001.238961	398.7042569	519.6967532	441.9456349	625.487518	273.3979197	1331.20083	1362.296032	1122.636941	1049.078788	996.6375	1082.427146	962.0950436
K02417	"fliNY, fliN; flagellar motor switch protein FliN/FliY"	812.9898268	1077.634632	581.0063853	706.6196609	712.631746	931.2015152	339.8304954	1358.872727	1492.77013	1220.628608	1497.597403	1536.137879	1628.950938	1177.884669
K02418	"fliOZ, fliO; flagellar protein FliO/FliZ"	402.2705267	593.702381	273.2079365	361.357684	321.5150794	361.8424603	190.3994348	710.0137807	766.5641053	652.2397186	726.7733045	748.2272186	768.705754	571.4992605
K02419	fliP; flagellar biosynthetic protein FliP	584.4027056	1006.493723	389.9399711	520.7840548	427.5984127	606.839899	271.856253	1344.05202	1356.259524	1125.064719	1035.091089	986.3111111	1082.046392	1018.893853
K02420	fliQ; flagellar biosynthetic protein FliQ	601.5749278	1020.043723	408.4149711	537.8868326	452.4678571	646.7426768	278.756253	1349.307576	1385.773413	1162.670274	1083.193867	1027.338889	1116.304726	1043.577186
K02421	fliR; flagellar biosynthetic protein FliR	599.2777056	1011.143723	404.12886	528.7007215	446.4539683	632.539899	276.1895863	1339.55202	1377.581746	1152.859163	1072.02114	1014.079167	1098.396392	1000.688298
K02422	fliS; flagellar protein FliS	525.0959596	888.7654762	331.5964286	417.7831169	375.7650794	489.1281746	240.7479197	1315.642749	1258.83676	982.8571789	912.5274531	876.9722944	911.2944444	790.5916597
K02423	fliT; flagellar protein FliT	195.9548341	706.2531746	66.21031746	77.54170274	35.50674603	50.03531746	63.41393699	1246.869553	1016.794589	762.7940476	213.1795455	141.6734488	102.9666667	479.3532107
K02424	fliY; cystine transport system substrate-binding protein	106.5871934	399.3007937	39.93015873	97.23924964	17.54761905	48.57777778	35.01004089	503.7342352	448.7983405	355.5159812	116.0061328	52.4738456	69.15416667	347.7658228
K02425	fliZ; regulator of sigma S factor FliZ	0	2.083333333	0	0	0	0	0	0.464285714	0.607142857	1.714285714	0	0.428571429	0.321428571	0.892857143
K02426	sufE; cysteine desulfuration protein SufE	334.5446609	345.2670996	274.8719697	443.3994949	372.9333333	511.9100289	186.5825758	96.51515152	312.0179473	419.884127	715.2007576	781.6753788	694.4807359	464.5145491
K02427	"rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase EC:2.1.1.166"	329.3077561	664.3821789	255.7187951	272.4590188	245.8587302	339.7429654	129.1714646	710.3453102	739.2451299	699.6079365	529.0547258	569.6019661	449.9888709	585.5153427
K02428	rdgB; XTP/dITP diphosphohydrolase EC:3.6.1.66	710.6612193	1180.711147	607.4271284	869.7571789	579.6099206	807.6020924	469.8903439	869.5908369	1172.192172	1413.919877	1414.396284	1381.392875	1400.872204	1151.57228
K02429	"fucP; MFS transporter, FHS family, L-fucose permease"	163.25	729.5845238	93.45	283.3416667	110.25	251.4019841	118.5666667	742.7678571	688.5904762	904.3821429	357.7	359.0916667	364.4636905	529.5470238
K02430	"fucR; DeoR family transcriptional regulator, L-fucose operon activator"	0	0.904761905	0	0	0	0	0	0.142857143	0.285714286	0.285714286	0	0	0	0.571428571
K02431	"fucU, FUOM; L-fucose mutarotase EC:5.1.3.29"	71.12146465	176.9865801	61.27727273	91.7239899	38.77619048	99.63712121	47.40721501	43.01919192	103.7537518	157.1222222	98.97373737	83.03250361	147.2166306	181.1944949
K02433	"gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A EC:6.3.5.6 6.3.5.7"	1373.683153	2090.56176	1178.420058	1465.918038	1168.815079	1603.471392	788.2524651	1565.558802	2123.724459	2253.350433	2593.35083	2579.761815	2746.541144	2006.871519
K02434	"gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B EC:6.3.5.6 6.3.5.7"	631.0695527	943.8599567	520.5354618	657.7655123	524.6218254	673.6489177	348.6070106	799.4301227	1017.660227	1084.005988	1195.660173	1194.879582	1155.709109	916.4778358
K02435	"gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C EC:6.3.5.6 6.3.5.7"	552.6945527	941.3599567	426.0354618	653.5155123	481.9551587	688.4822511	341.9820106	800.5551227	986.9102273	1059.255988	1112.035173	1099.421248	1118.209109	917.6028358
K02437	"gcvH, GCSH; glycine cleavage system H protein"	640.343759	956.7194805	523.5937951	663.2488456	535.2039683	688.2584416	345.7617725	838.8035714	1063.984434	1097.491703	1207.848773	1226.013312	1144.999982	983.7867643
K02438	glgX; glycogen debranching enzyme EC:3.2.1.196	48.73611111	127.7083333	46.3	104.6055556	32.15833333	52.475	29.80833333	31.90595238	80.79325397	152.1559524	111.5388889	85.07301587	106.3436508	114.3884127
K02439	glpE; thiosulfate sulfurtransferase EC:2.8.1.1	4.271428571	10.78452381	0.2	0.916666667	2.441666667	3.642857143	0.125	19.51904762	14.89880952	4.230952381	3.975	5.104761905	1.721428571	58.3172619
K02440	GLPF; glycerol uptake facilitator protein	130.5054473	320.1011905	142.9666667	289.6620491	55.85952381	137.1952381	160.5438793	111.8522367	236.4910895	348.6794012	323.8897908	190.5512266	442.8763889	374.6499931
K02441	glpG; GlpG protein	11.81309524	11.40952381	4.075	3.541666667	32.44166667	40.51785714	2.125	20.51904762	18.73214286	4.230952381	17.725	42.1047619	12.84642857	73.65059524
K02442	glpM; membrane protein GlpM	19.46428571	81.275	11.2	37.83333333	6.814285714	6.767857143	10	30.45357143	24.7	35.73333333	42.99166667	24.78333333	17.73333333	69.20892857
K02443	glpP; glycerol uptake operon antiterminator	5.260281385	7.427777778	8	11.83073593	1.008333333	7.471428571	13.64084897	10.86980519	17.72409812	9.46511544	7.188275613	8.329040404	25.31309524	9.974000999
K02444	"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"	190.237518	574.1210678	103.0219697	213.1439394	85.85793651	150.2941558	85.55757576	672.8330087	622.8459235	577.3190476	258.1035354	180.7378788	212.9577201	495.7051443
K02445	"glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter"	25.575	16.96666667	14.50555556	28.75277778	11.25912698	39.55952381	10.5	21.47261905	38.39880952	33.31428571	60.90429293	56.11170635	40.15892857	75.16515568
K02446	"glpX; fructose-1,6-bisphosphatase II EC:3.1.3.11"	85.48338745	183.4777778	98.08055556	175.6475289	40.79365079	98.29761905	109.1912278	63.43699495	165.6495851	201.5349567	188.8979257	123.3035714	332.1547619	209.4084638
